Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
L,300.1,309.1,1551,33.7,214,0,0,0,0,0,0,True,False,9.0,52268.700000000004,0.021727917472598324,0.0475288525251692,0.6103249407423005,0.06818173099879714,0.6306501951684688,1.6660187215092925,high,1926.0,0.15702033083245315,0
L,300.1,309.2,1599,30.1,216,0,0,0,0,0,0,True,False,9.099999999999966,48129.9,0.01882426516572858,0.0475288525251692,0.5429274253107327,0.33591323141538054,0.9917720662635682,1.6974385127663396,high,1965.5999999999926,0.1516144275764305,0
M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0,False,True,9.099999999999966,58368.4,0.01945727482678984,0.0475288525251692,0.5429274253107327,1.077752597152997,0.6306501951684688,1.7288583040233867,high,1983.7999999999925,0.1414789328877994,0
M,300.1,309.2,1418,39.8,221,0,0,0,0,0,0,False,True,9.099999999999966,56436.399999999994,0.028067700987306064,0.0475288525251692,0.5429274253107327,0.6736576347388195,0.01874924692399558,1.7759879909089573,high,2011.0999999999924,0.1671605198289765,0
L,300.0,309.1,1401,44.5,0,0,0,0,0,0,0,True,False,9.100000000000023,62344.5,0.03176302640970735,0.0024646812133071517,0.6103249407423005,0.768479207803026,0.4527154181168287,1.6958989429947442,low,0.0,0.16882107437098964,0
L,300.0,309.0,1454,51.7,2,0,0,0,0,0,0,True,False,9.0,75171.8,0.03555708390646493,0.0024646812133071517,0.6777224561739067,0.47285900942638187,1.1749591603070275,1.6644791517376971,low,18.0,0.12773330224413337,0
M,300.0,309.2,1635,32.4,4,0,0,0,0,0,0,False,True,9.199999999999989,52974.0,0.01981651376146789,0.0024646812133071517,0.5429274253107327,0.5367118567278182,0.7610553152861439,1.63305936048065,low,36.799999999999955,0.1616373702969625,0
L,300.0,309.1,1489,40.3,7,0,0,0,0,0,0,True,False,9.100000000000023,60006.7,0.027065144392209535,0.0024646812133071517,0.6103249407423005,0.2776381237059564,0.03140656850587931,1.5859296735950794,low,63.70000000000016,0.18895624835931724,0
L,300.0,309.1,1465,40.6,9,0,0,0,0,0,0,True,False,9.100000000000023,59479.0,0.027713310580204778,0.0024646812133071517,0.6103249407423005,0.41150387391424814,0.06150005776380468,1.5545098823380323,low,81.9000000000002,0.18851548315127248,0
M,300.0,309.1,1463,45.7,11,0,0,0,0,0,0,False,True,9.100000000000023,66859.1,0.031237183868762817,0.0024646812133071517,0.6103249407423005,0.42265935309827246,0.5730893751485288,1.5230900910809853,low,100.10000000000025,0.1849584648692309,0
H,300.1,309.1,1560,35.4,14,0,0,0,0,0,0,False,False,9.0,55224.0,0.022692307692307692,0.0475288525251692,0.6103249407423005,0.11838138732690653,0.4601204227068945,1.4759604041954146,low,126.0,0.1892752556861073,0
M,300.1,309.2,1454,44.4,19,0,0,0,0,0,0,False,True,9.099999999999966,64557.6,0.030536451169188444,0.0475288525251692,0.5429274253107327,0.47285900942638187,0.4426842550308536,1.397410926052797,low,172.89999999999935,0.19699936263337098,0
L,300.2,309.1,1479,47.0,22,0,0,0,0,0,0,True,False,8.900000000000034,69513.0,0.03177822853279243,0.09752238626361714,0.6103249407423005,0.333415519626078,0.7034944952662032,1.3502812391672263,low,195.80000000000075,0.18032854663452552,0
L,300.2,309.2,1430,43.4,24,0,0,0,0,0,0,True,False,9.0,62062.0,0.03034965034965035,0.09752238626361714,0.5429274253107327,0.6067247596346735,0.3423726241711038,1.3188614479101792,low,216.0,0.19257963499327235,0
M,300.1,309.1,1533,38.0,26,0,0,0,0,0,0,False,True,9.0,58254.0,0.024787997390737115,0.0475288525251692,0.6103249407423005,0.03221758165742164,0.19931018247154492,1.2874416566531321,low,234.0,0.1949558773287126,0
L,300.1,309.0,1404,54.8,29,0,0,0,0,0,0,True,False,8.899999999999977,76939.2,0.03903133903133903,0.0475288525251692,0.6777224561739067,0.7517459890269896,1.4859252159722514,1.2403119697675615,low,258.09999999999934,0.11936662213109361,0
M,300.1,308.9,1548,38.4,31,0,0,0,0,0,0,False,True,8.799999999999955,59443.2,0.024806201550387597,0.0475288525251692,0.7451199716055128,0.05144851222276068,0.15918553012764514,1.2088921785105144,low,272.7999999999986,0.18865362257817742,0
M,300.1,309.0,1612,33.0,34,0,0,0,0,0,0,False,True,8.899999999999977,53196.0,0.020471464019851116,0.0475288525251692,0.6777224561739067,0.4084238461115386,0.7008683367702939,1.1617624916249438,low,302.5999999999992,0.17421790134015624,0
M,300.2,309.0,1642,31.2,37,0,0,0,0,0,0,False,True,8.800000000000011,51230.4,0.01900121802679659,0.09752238626361714,0.6777224561739067,0.5757560338719032,0.8814292723178435,1.1146328047393732,low,325.6000000000004,0.15839279908287757,0
M,300.2,309.1,1406,42.2,40,0,0,0,0,0,0,False,True,8.900000000000034,59333.200000000004,0.030014224751066857,0.09752238626361714,0.6103249407423005,0.7405905098429653,0.2219986671394045,1.0675031178538026,low,356.00000000000136,0.18795513509496525,0
L,300.3,309.2,1587,31.4,43,0,0,0,0,0,0,True,False,8.899999999999977,49831.799999999996,0.01978575929426591,0.14751592000209351,0.5429274253107327,0.2689803563112347,0.8613669461458937,1.020373430968232,low,382.699999999999,0.1769612274305064,0
M,300.3,309.2,1364,47.6,45,0,0,0,0,0,0,False,True,8.899999999999977,64926.4,0.034897360703812316,0.14751592000209351,0.5429274253107327,0.9748555727074758,0.7636814737820532,0.988953639711185,low,400.499999999999,0.17746296964060598,0
L,300.3,309.2,1462,51.4,48,0,0,0,0,0,0,True,False,8.899999999999977,75146.8,0.03515731874145007,0.14751592000209351,0.5429274253107327,0.4282370926902846,1.144865671049102,0.9418239528256144,low,427.1999999999989,0.14197033681265886,0
L,300.3,309.2,1649,32.4,50,0,0,0,0,0,0,True,False,8.899999999999977,53427.6,0.019648271679805943,0.14751592000209351,0.5429274253107327,0.6148002110159883,0.7610553152861439,0.9104041615685673,low,444.99999999999886,0.17350941153243132,0
L,300.4,309.2,1752,29.0,52,0,0,0,0,0,0,True,False,8.800000000000011,50808.0,0.016552511415525113,0.19750945374054144,0.5429274253107327,1.1893073889932402,1.102114860209293,0.8789843703115202,low,457.6000000000006,0.14334201425126497,0
H,300.4,309.3,1396,51.2,54,0,0,0,0,0,0,False,False,8.900000000000034,71475.2,0.036676217765042984,0.19750945374054144,0.47552990987912647,0.7963679057630868,1.1248033448771526,0.8475645790544731,low,480.60000000000184,0.15958671885728354,0
M,300.5,309.4,2179,16.3,59,0,0,0,0,0,0,False,True,8.899999999999977,35517.700000000004,0.007480495640201928,0.2475029874790178,0.4081323944475586,3.57100219478243,2.3760725721281153,0.7690151009118555,low,525.0999999999987,-0.01480228205314782,1
L,300.5,309.5,1653,27.6,62,0,0,0,0,0,0,True,False,9.0,45622.8,0.016696914700544466,0.2475029874790178,0.34073487901595245,0.6371111693840369,1.2425511434129426,0.7218854140262849,med,558.0,0.1475099865854061,0
L,300.6,309.5,2025,21.4,64,0,0,0,0,0,0,True,False,8.899999999999977,43335.0,0.010567901234567901,0.29749652121749415,0.34073487901595245,2.7120302976125585,1.8644832547433916,0.6904656227692378,med,569.5999999999985,0.05646097026678576,0
L,300.6,309.6,1426,53.6,66,0,0,0,0,0,0,True,False,9.0,76433.6,0.03758765778401122,0.29749652121749415,0.2733373635843463,0.6290357180027222,1.3655512589405518,0.6590458315121908,med,594.0,0.1356177589419203,0
M,300.6,309.6,1503,38.4,68,0,0,0,0,0,0,False,True,9.0,57715.2,0.02554890219560878,0.29749652121749415,0.2733373635843463,0.1995497694177863,0.15918553012764514,0.6276260402551437,med,612.0,0.20481327322583376,0
M,300.7,309.6,1525,36.5,71,0,0,0,0,0,0,False,True,8.900000000000034,55662.5,0.023934426229508195,0.3474900549559421,0.2733373635843463,0.07683949839351888,0.3497776287611696,0.5804963533695731,med,631.9000000000024,0.1995057304775401,0
L,300.6,309.6,1423,49.1,74,0,0,0,0,0,0,True,False,9.0,69869.3,0.03450456781447646,0.29749652121749415,0.2733373635843463,0.6457689367787587,0.9141489200716779,0.5333666664840024,med,666.0,0.18342929424755544,0
M,300.7,309.7,1435,44.7,76,0,0,0,0,0,0,False,True,9.0,64144.50000000001,0.031149825783972126,0.3474900549559421,0.20593984815277844,0.5788360616746128,0.47277774428877894,0.5019468752269554,med,684.0,0.19825665131173342,0
H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0,False,False,8.899999999999977,54567.5,0.024414715719063545,0.29749652121749415,0.34073487901595245,0.24417168615388352,0.3497776287611696,0.4548171883413848,med,703.0999999999982,0.19641887818525777,0
M,300.6,309.5,1557,33.8,84,0,0,0,0,0,0,False,True,8.899999999999977,52626.6,0.021708413615928065,0.29749652121749415,0.34073487901595245,0.10164816855087007,0.6206190320824944,0.3762677101987671,med,747.5999999999981,0.1917418524059888,0
L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0,True,False,8.799999999999955,59991.8,0.027611940298507463,0.29749652121749415,0.4081323944475586,0.3613042175861388,0.07153122084977981,0.32913802331319647,med,765.599999999996,0.20135360392944984,0
L,300.5,309.3,1465,46.0,89,0,0,0,0,0,0,True,False,8.800000000000011,67390.0,0.031399317406143344,0.2475029874790178,0.47552990987912647,0.41150387391424814,0.6031828644064534,0.29771823205614945,med,783.200000000001,0.19447796143716045,0
M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0,False,True,8.800000000000011,55456.1,0.02196349905601007,0.2475029874790178,0.47552990987912647,0.280135835495259,0.5102762381367694,0.26629844079910236,med,800.8000000000011,0.19261584419826522,0
L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,True,False,8.800000000000011,69030.0,0.031728813559322035,0.2475029874790178,0.47552990987912647,0.3557264779941266,0.683432169094253,0.21916875391353174,med,827.2000000000011,0.19242225229755205,0
L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0,True,False,8.799999999999955,62294.4,0.02995839112343967,0.29749652121749415,0.4081323944475586,0.5397918845305277,0.3223102979991543,0.18774896265648466,med,844.7999999999956,0.20351152069574802,0
L,300.6,309.4,1556,36.0,98,0,0,0,0,0,0,True,False,8.799999999999955,56016.0,0.02313624678663239,0.29749652121749415,0.4081323944475586,0.09607042895885791,0.3999334441910445,0.1563291713994376,med,862.3999999999955,0.19488686633681507,0
L,300.7,309.3,1425,45.3,100,0,0,0,0,0,0,True,False,8.600000000000023,64552.49999999999,0.03178947368421053,0.3474900549559421,0.47552990987912647,0.6346134575947343,0.5329647228046283,0.12490938014239053,med,860.0000000000023,0.18366306541679955,0
L,300.7,309.3,1580,38.3,102,0,0,0,0,0,0,True,False,8.600000000000023,60513.99999999999,0.024240506329113922,0.3474900549559421,0.47552990987912647,0.22993617916714962,0.16921669321362026,0.09348958888534346,med,877.2000000000023,0.18472370758450296,0
H,300.8,309.4,1474,40.7,104,0,0,0,0,0,0,False,False,8.599999999999966,59991.8,0.027611940298507463,0.39748358869441847,0.4081323944475586,0.3613042175861388,0.07153122084977981,0.06206979762829638,med,894.3999999999965,0.1905088579832957,0
L,300.8,309.4,1489,38.4,109,0,0,0,0,0,0,True,False,8.599999999999966,57177.6,0.025789120214909336,0.39748358869441847,0.4081323944475586,0.2776381237059564,0.15918553012764514,0.016479680514321294,med,937.3999999999962,0.18897692548890443,0
L,300.8,309.4,1946,20.5,111,0,0,0,0,0,0,True,False,8.599999999999966,39893.0,0.0105344295991778,0.39748358869441847,0.4081323944475586,2.271388869843598,1.9547637225171663,0.047899471771368364,med,954.5999999999963,0.05690172221856038,0
M,300.8,309.4,1342,62.4,113,1,0,1,0,0,0,False,True,8.599999999999966,83740.8,0.04649776453055141,0.39748358869441847,0.4081323944475586,1.0975658437317433,2.24829361050635,0.07931926302841544,med,971.7999999999961,0.038307401933006524,0
M,300.9,309.5,1758,26.8,116,0,0,0,0,0,0,False,True,8.600000000000023,47114.4,0.015244596131968146,0.4474771224328664,0.34073487901595245,1.2227738265453132,1.3228004481007425,0.12644894991398603,med,997.6000000000026,0.1451250437654396,0
M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,False,True,8.5,44134.4,0.014849187935034803,0.4474771224328664,0.4081323944475586,1.0331306804168998,1.4431744051324422,0.17357863679955665,med,1011.5,0.1303980416537035,0
L,301.0,309.5,1430,48.5,122,0,0,0,0,0,0,True,False,8.5,69355.0,0.03391608391608392,0.49747065617134273,0.34073487901595245,0.6067247596346735,0.8539619415558278,0.22070832368512724,med,1037.0,0.17156057550317638,0
L,300.9,309.5,1612,35.2,124,0,0,0,0,0,0,True,False,8.600000000000023,56742.4,0.021836228287841195,0.4474771224328664,0.34073487901595245,0.4084238461115386,0.48018274887884405,0.25212811494217435,med,1066.4000000000028,0.18390569042774696,0
H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,False,False,8.600000000000023,63754.6,0.029543907420013615,0.4474771224328664,0.34073487901595245,0.38919291554619956,0.3423726241711038,0.2835479061992214,med,1083.6000000000029,0.1873522640867994,0
L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0,True,False,8.700000000000045,58681.6,0.030635838150289016,0.4474771224328664,0.2733373635843463,0.8633007808672327,0.24206099331135403,0.3620973843418391,med,1139.700000000006,0.17845737312096754,0
L,301.0,309.6,1724,28.1,133,0,0,0,0,0,0,True,False,8.600000000000023,48444.4,0.016299303944315547,0.49747065617134273,0.2733373635843463,1.0331306804168998,1.1923953279830677,0.39351717559888616,med,1143.800000000003,0.15167587007609018,0
M,301.0,309.6,1397,48.0,135,0,0,0,0,0,0,False,True,8.600000000000023,67056.0,0.03435934144595562,0.49747065617134273,0.2733373635843463,0.7907901661710747,0.803806126125953,0.42493696685593324,med,1161.0000000000032,0.17900586856926592,0
M,301.0,309.6,1588,32.7,138,0,0,0,0,0,0,False,True,8.600000000000023,51927.600000000006,0.0205919395465995,0.49747065617134273,0.2733373635843463,0.27455809590324687,0.7309618260282186,0.4720666537415038,med,1186.8000000000031,0.1776112194578497,0
L,301.0,309.7,1468,42.0,141,0,0,0,0,0,0,True,False,8.699999999999989,61656.0,0.02861035422343324,0.49747065617134273,0.20593984815277844,0.3947706551382117,0.20193634096745425,0.5191963406270744,high,1226.6999999999985,0.19192223883615528,0
M,301.0,309.8,1594,31.1,143,0,0,0,0,0,0,False,True,8.800000000000011,49573.4,0.019510664993726477,0.49747065617134273,0.13854233272117228,0.30802453345531977,0.8914604354038184,0.5506161318841215,high,1258.4000000000017,0.18396035928325305,0
M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0,False,True,8.699999999999989,59382.299999999996,0.026009265387160817,0.49747065617134273,0.20593984815277844,0.15492785268168904,0.06890506235387048,0.5977458187696921,high,1270.1999999999985,0.19095945218534743,0
L,301.1,309.8,1493,38.9,149,0,0,0,0,0,0,True,False,8.699999999999989,58077.7,0.026054922973878097,0.5474641899098192,0.13854233272117228,0.25532716533790784,0.10902971469777024,0.6448755056552627,high,1296.2999999999984,0.19823125742358655,0
H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0,False,False,8.600000000000023,46143.0,0.01579871269748391,0.5974577236482671,0.13854233272117228,0.9494645865367176,1.3027381219287926,0.6762952969123098,high,1298.6000000000035,0.14588240581046868,0
L,301.1,309.6,1501,36.1,156,0,0,0,0,0,0,True,False,8.5,54186.1,0.024050632911392405,0.5474641899098192,0.2733373635843463,0.21070524860181059,0.38990228110506936,0.7548447750549274,high,1326.0,0.1744598713210982,0
L,301.1,309.7,1668,30.8,158,0,0,0,0,0,0,True,False,8.599999999999966,51374.4,0.018465227817745802,0.5474641899098192,0.20593984815277844,0.7207772632642192,0.9215539246617434,0.7862645663119745,high,1358.7999999999947,0.16392923373228047,0
L,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,True,False,8.5,73447.8,0.03255659121171771,0.5474641899098192,0.2733373635843463,0.20512750900979843,0.8940865938997277,0.8176843575690216,high,1360.0,0.1405460432729072,0
M,301.0,309.7,1288,58.4,162,0,0,0,0,0,0,False,True,8.699999999999989,75219.2,0.0453416149068323,0.49747065617134273,0.20593984815277844,1.3987637817003995,1.8470470870673508,0.8491041488260687,high,1409.3999999999983,0.07543458082583376,0
L,301.0,309.7,1491,42.9,165,0,0,0,0,0,0,True,False,8.699999999999989,63963.9,0.028772635814889334,0.49747065617134273,0.20593984815277844,0.26648264452193215,0.2922168087412289,0.8962338357116393,high,1435.4999999999982,0.1826735510742536,0
L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0,True,False,8.699999999999989,60152.4,0.026069782751810402,0.5474641899098192,0.13854233272117228,0.11030593594559181,0.03881157309594511,0.9276536269686864,high,1452.899999999998,0.1883781855029265,0
L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0,True,False,8.699999999999989,39084.799999999996,0.009929435483870968,0.5974577236482671,0.07114481728960442,2.48334297434006,2.035013027204966,0.9590734182257334,high,1470.2999999999981,0.04539562689448462,0
L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0,True,False,8.699999999999989,54054.7,0.020024345709068775,0.5974577236482671,0.07114481728960442,0.5813337734639153,0.710899499856269,0.9904932094827805,high,1487.699999999998,0.17561801891602719,0
M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0,False,True,8.800000000000011,51350.0,0.019446153846153846,0.5974577236482671,0.003747301857998253,0.4809344608076966,0.8413046199739435,1.0219130007398276,high,1522.400000000002,0.17114595941572042,0
M,301.3,310.0,2068,17.8,176,0,0,0,0,0,0,False,True,8.699999999999989,36810.4,0.0086073500967118,0.6474512573867434,0.003747301857998253,2.951873100069081,2.2256051258384906,1.0690426876253982,high,1531.199999999998,0.008218731006568558,0
H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,False,False,8.800000000000011,58319.3,0.027025187202178353,0.6474512573867434,0.06365021357360791,0.38919291554619956,0.02878041000996999,1.1161723745109688,high,1575.200000000002,0.1857232218906576,0
L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0,True,False,8.800000000000011,56555.399999999994,0.02329910141206675,0.6474512573867434,0.06365021357360791,0.10722590814288223,0.36983995493311983,1.1947218526535865,high,1619.200000000002,0.1778795377548923,0
L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0,True,False,8.699999999999989,73651.2,0.040773809523809525,0.6474512573867434,0.003747301857998253,1.0864103645477188,1.4859252159722514,1.2261416439106336,high,1618.199999999998,0.11317021429791507,0
H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0,False,False,8.800000000000011,64165.5,0.030309278350515466,0.6474512573867434,0.06365021357360791,0.4672812698343697,0.41259076577292897,1.2575614351676807,high,1654.4000000000021,0.17757717950757052,0
L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0,True,False,8.800000000000011,72628.0,0.03955719557195572,0.6474512573867434,0.06365021357360791,1.0250552290355852,1.3655512589405518,1.3361109133102982,high,1698.4000000000021,0.12588912404005242,0
L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,True,False,8.800000000000011,72079.2,0.04475965327029156,0.6474512573867434,0.06365021357360791,1.5047408339486306,1.6865484776917508,1.3675307045673453,high,1716.0000000000023,0.07563161852827305,0
